"Titre court";"Titre complet";"Numéro de l'amendement";"Partie de l'amendement";"Sort de l'amendement";"Désignation de l'article";"Délibération";"Auteur";"Cosignataire(s)";"Instance";"Etape du texte";"URL Dossier législatif";"URL Texte référence";"URL Amendement";"URL Amendement format XML"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 550 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"550";"";"Rejeté";"Article 6";"Première délibération";"Bassire Nathalie";"  M. Acquaviva, M. Guy Bricout, M. Castellani, M. Colombani, Mme Descamps, M. Lenormand, M. Mathiasin, M. Molac, M. Morel-À-L'Huissier, M. Pancher, M. Serva, M. Warsmann et Mme Youssouffa";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/550";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000550.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 275 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"275";"";"Rejeté";"Article 6";"Première délibération";"Maximi Marianne";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/275";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000275.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 276 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"276";"";"Rejeté";"Article 6";"Première délibération";"Maximi Marianne";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/276";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000276.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 277 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"277";"";"Rejeté";"Article 6";"Première délibération";"Sala Michel";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/277";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000277.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 563 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"563";"";"Rejeté";"Article 6";"Première délibération";"Guiraud David";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/563";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000563.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 825 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"825";"";"Rejeté";"Article 6";"Première délibération";"Maudet Damien";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/825";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000825.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 826 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"826";"";"Rejeté";"Article 6";"Première délibération";"Maudet Damien";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/826";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000826.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 933 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"933";"";"Rejeté";"Article 6";"Première délibération";"Maudet Damien";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/933";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000933.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 280 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"280";"";"Retiré";"Article 6";"Première délibération";"Sala Michel";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/280";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000280.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 84 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"84";"";"Rejeté";"Article 6";"Première délibération";"Brun Philippe";"  M. Baptiste, Mme Pires Beaune, M. Bouloux, M. Aviragnet, Mme Battistel, M. Califer, M. David, M. Delaporte, M. Delautrette, M. Echaniz, M. Olivier Faure, M. Garot, M. Guedj, M. Hajjar, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Naillet, M. Bertrand Petit, Mme Pic, M. Potier, Mme Rabault, Mme Rouaux, Mme Santiago, M. Saulignac, Mme Thomin, Mme Untermaier, M. Vallaud, M. Vicot et les membres du groupe Socialistes et apparentés (membre de l&#8217;intergroupe Nupes)";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/84";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000084.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 556 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"556";"";"Rejeté";"Article 6";"Première délibération";"Maudet Damien";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/556";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000556.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 804 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"804";"";"Rejeté";"Article 6";"Première délibération";"Martinet William";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/804";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000804.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 782 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"782";"";"Rejeté";"Article 6";"Première délibération";"Martinet William";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/782";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000782.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 175 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"175";"";"Rejeté";"Article 6";"Première délibération";"Cazeneuve Jean-René rapporteur au nom de la commission des finances";"  Mme Ferrari, M. Lecamp, M. Laqhila, M. Mattei, M. Pahun, Mme Perrine Goulet, Mme Babault, M. Balanant, Mme Bannier, M. Berta, M. Blanchet, M. Bolo, M. Bourlanges, Mme Brocard, M. Bru, M. Cosson, M. Croizier, M. Cubertafon, M. Daubié, Mme Folest, M. Fuchs, Mme Gatel, M. Gumbs, M. Isaac-Sibille, Mme Jacquier-Laforge, Mme Josso, Mme Lasserre, M. Latombe, Mme Lingemann, Mme Luquet, M. Mandon, M. Martineau, Mme Mette, M. Millienne, Mme Morel, M. Ott, M. Frédéric Petit, Mme Maud Petit, Mme Poueyto, M. Ramos, Mme Thillaye, M. Turquois, Mme Vichnievsky et M. Philippe Vigier";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/175";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000175.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 816 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"816";"";"Rejeté";"Article 6";"Première délibération";"Martinet William";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, M. Arenas, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/816";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000816.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 947 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"947";"";"Adopté";"Article 6";"Première délibération";"Ferrari Marina";"  Mme Perrine Goulet, M. Pahun, M. Laqhila, M. Lecamp, M. Mattei, M. Berta, M. Blanchet, M. Bolo, M. Bourlanges, Mme Brocard, M. Bru, M. Cosson, M. Croizier, M. Cubertafon, M. Daubié, Mme Folest, M. Fuchs, Mme Gatel, M. Gumbs, M. Isaac-Sibille, Mme Jacquier-Laforge, Mme Josso, Mme Lasserre, M. Latombe, Mme Lingemann, Mme Luquet, M. Mandon, M. Martineau, Mme Mette, M. Millienne, Mme Morel, M. Ott, M. Frédéric Petit, Mme Maud Petit, Mme Poueyto, M. Ramos, Mme Thillaye, M. Turquois, Mme Vichnievsky, M. Philippe Vigier, Mme Babault, M. Balanant et Mme Bannier";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Etat_B";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/947";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000947.xml"
